Title,Year,Genre,Rating,Duration,Description,Stars,Directors
Setannya Kok Masih Ada,2011,"Comedy, Horror",4.5,83,Add a Plot,"['Deddy Mahendra Desta', 'Zacky Zimah', 'Ardani', 'Deriell Jaqueline']",['Muchyar Syamas']
Tusuk Jelangkung,2003,"Horror, Mystery",6.0,103,"Sequel to the 2001 movie ""Jelangkung"" which will reveal the secret of Jelangkung.","['Ian Bahtiar', 'Thomas Nawilis', 'Dinna Olivia', 'Samuel Rizal']",['Dimas Djayadiningrat']
Dukun lintah,1981,Horror,6.4,97,"After getting rejected by the woman he loves, a bitter man goes to a shaman for revenge. Soon after, villagers become infected with rabies and leeches.","['Susanna Caecilia', 'Alex Kembar', 'Hendra Cipta', 'Hamid Arief']",['Ackyl Anwari']
Batas Impian Ranjang Setan,1986,Horror,5.6,83,Add a Plot,"['Didier A. Hamel', 'Chintami Atmanegara', 'Linda Lolita Hoesin', 'Richie Ricardo']",['H. Tjut Djalil']
Obama Anak Menteng,2010,Drama,6.4,,Add a Plot,"['Hasan Faruq Ali', 'Teuku Zacky Azwar', 'Cara Lachelle', 'Eko Noah']","['John de Rantau', 'Damien Dematra']"
11:11: Apa yang Kau Lihat?,2019,Horror,6.6,78,"One night at 11:11 sharp, Galih (Rendy Kjaernet), an archaeological student who likes diving and photography, found the whereabouts of Dewi, her mother. Dewi disappeared when Galih was a ...                See full summary »","['Rendy Kjaernett', 'Bayu Anggara', 'Twindy Rarasati', 'Fauzan Smith']",['Andi A. Manoppo']
Hantu Ambulance,2008,Horror,3.3,,Add a Plot,"['Suzzanna', 'William Alvin', 'Dimaz Andrean', 'Fitri Ayu']",['Nayato Fio Nuala']
Cinta di Balik Awan,2022,"Drama, Romance",8.9,,"Razi, who recently just broke up with Jessica, feels that there's no point to strive as a magazine photographer. In the middle of his dejected mental, Razi meets Jane who offers him a side ...                See full summary »","['Umay Shahab', 'Putri Ayudya', 'Arbani Yasiz', 'Yasamin Jasem']",[]
The Underdogs,2017,Comedy,7.1,99,4 friends who tried to become famous by being Youtubers.,"['Sheryl Sheinafia', 'Brandon Salim', 'Babe Cabita', 'Jeff Smith']",['Adink Liwutang']
Cinta dari Wamena,2013,Drama,8.2,90,Add a Plot,"['Maximus Itlay', 'Madonna Marrey', 'Benyamin Lagowan', 'Amyra Jessica']",['Lasja Fauzia']
Fist of Jenglot,2022,"Animation, Short",,11,"In 1965 in an Indonesian village, a girl is involved in a love triangle while a mystical power is being pitted against communist martial arts.","['Angel Anjani', 'Novan Coklat', 'Paundra Wibatsu']",['Gugun Arief']
Rumah Kaliurang,2022,Thriller,5.4,64,"Bram, Rani, Kinan, Aji, and Anom realize their vacation plans. On the way, they accidentally bump into something. Surprisingly, when they checked, they didn't hit anything. During the ...                See full summary »","['Wafda Saifan Lubis', 'Khiva Iskak', 'Erika Carlina', 'Shareefa Daanish']","['Dondy Adrian', 'Dwi Sasono']"
Marsinah,2001,"Drama, Crime",7.3,115,"The movie is based on a true story about an Indonesian labour leader who was kidnapped, tortured, and killed because of her struggle (East Java 1993). The case remains unsolved. Several ...                See full summary »","['Margarita', 'Intarti', 'Dyah Arum Retnowati', 'Tosan Wiryawan']",['Slamet Rahardjo']
Catatan Si Boy 5,1991,Drama,6.4,88,"Boy (Onky Alexander) after finishing his lecture, trying to build a business in San Francisco. There, he has a beautiful boss named Sheena (Sophia Latjuba), who secretly also has a crush on...                See full summary »","['Onky Alexander', 'Didi Petet', 'Paramitha Rusady', 'Sophia Latjuba']",['Nasri Cheppy']
Doa yang Mengancam,2008,Drama,6.4,90,"A man threatens God that if his wish is not fulfilled within three days, he will turn to the devil. On the third day, lightning strikes him and he falls unconscious.","['Aming Sugandhi', 'Jojon', 'Titi Kamal', 'Oka Antara']",['Hanung Bramantyo']
A Boarding School,2019,Documentary,8.5,100,"In Indonesia, the country with the largest Muslim population in the world, more than four million students attend more than 29,000 Islamic boarding schools. This film offers a rare insight ...                See full summary »",[],[]
Jelangkung,2001,Horror,6.5,102,Four young people spend their time looking into supernatural phenomenons.,"['Winky Wiryawan', 'Melanie Ariyanto', 'Rony Dozer', 'Harry Panca']","['Rizal Mantovani', 'Jose Poernomo']"
Salah Masuk,1992,Comedy,6.7,88,Add a Plot,"['Fortunella', 'Tarida Gloria', 'Anton Indracaya', 'Angel D. Memah']",['Arizal']
Toko Barang Mantan,2020,"Comedy, Drama, Romance",6.0,98,"Tristan (Reza Rahadian) is the owner of the shop that buys and sells ex-lover items for people who want to move on. Suddenly, Laras (Marsha Timothy), his ex-lover, comes and makes his life turned upside down.","['Reza Rahadian', 'Marsha Timothy', 'Iedil Dzuhrie Alaudin', 'Dea Panendra']",['Viva Westi']
Yang Tak Tergantikan,2021,"Drama, Family",7.0,104,"Aryati is a divorcee who works as an online taxi driver to provide for her three children, Bayu, Tika, and Kinanti. Their family's ups and downs.","['Lulu Tobing', 'Dewa Dayana', 'Yasamin Jasem', 'Maisha Kanna']",['Herwin Novianto']
Hantu Tanah Kusir,2010,Horror,4.6,,"A man's horse cart was swapped with the ghost's horse cart. His fate is instantly changed and his passengers are crowded. But it did not last long, a passenger with a sexy Japanese girl named Pauline appeared in front of him.","['Zacky Zimah', 'Maria Ozawa', 'Rheina Maryana', 'Yadi Sembako']",['Findo Purwono']
Timun Mas,2016,"Animation, Short, Fantasy",8.9,8,"An old Indonesian fairy tale, a story of a widow who dreamed of having a child. She struck a deal with a giant and she was given a giant golden fruit. Inside the fruit was a baby girl and ...                See full summary »",['Julian Widjaja'],['Fritz Widjaja']
The Intern,2021– ,Drama,9.0,,"The Intern tells the story of Beckham (Kevin Ardilova), a student final semester with the opportunity to do an internship at The F Thing, a company fashion e-commerce in Jakarta.","['Arya Vasco', 'Kevin Ardilova', 'Agatha Chelsea', 'Jajang C. Noer']",[]
Mandala dari sungai ular,1987,Action,,,Add a Plot,"['Barry Prima', 'Atut Agustinanto', 'Sjaeful Anwar', 'Muni Cader']",['Ackyl Anwari']
Lentera Merah,2006,"Drama, Horror",6.1,,"An employee of Lentera Merah, the campus newspaper of the University of Indonesia, is found dead in the office with the number 65 written in blood by his body. In the meantime, five students compete for a position at the publication.","['Dimas Beck', 'Laudya Cynthia Bella', 'Muhammad Dimas Fadli Djamhuri', 'Firrina']",['Hanung Bramantyo']
Pencet Sana Pencet Sini,1994,"Comedy, Drama",6.5,83,A down-and-out trio of friends hatches an elaborate kidnapping plan to secure the car of their dreams that soon spins out of control.,"['Diding Boneng', 'Tisna S. Brata', 'Taffana Dewi', 'Yongki Dp']",['Arizal']
Quoi de Neuf,2021,"Short, Drama",,,"A girl is trying to escape her ""home"". In her case, it's tranquility.",['Beby Tsabina'],['Juan Bione Subiantoro']
Gasing Tengkorak,2017,"Horror, Thriller",4.8,80,"VERONICA (Nikita Willy), is a top diva. In a gig, Veronica suddenly fell unconscious. After getting help Veronica decided to calm herself away from disturbance. MICHAEL, Veronica's manager,...                See full summary »","['Nikita Willy', 'Rendy Khrisna', 'Voke Victoria', 'Farahdiba Ferreira']",['Jose Poernomo']
Twisted 2,2021,"Drama, Horror, Mystery",9.0,,"Bestari Motel, a mansion built in the Dutch era, has been turned into a motel by a black magician named Nyai Djatmiko. Guests who come and go to stay there become victims of the awesomeness of the motel.","['Sally Marcellina', 'Andri Mashadi', 'Kinaryosih', 'Rizky Hanggono']",[]
The Professionals,2016,"Action, Crime",6.6,95,"Abi (Fachri Albar), a businessman who has to live in prison because he was framed by his business competitor, Reza (Arifin Putra). After his release from prison, he plans to take revenge, a major robbery with the target of Reza's company.","['Arifin Putra', 'Cornelio Sunny', 'Imelda Therinne', 'Lukman Sardi']",['Affandi Abdul Rachman']
Pelangi Tanpa Warna,2022,Drama,7.4,82,"the figure of Fedi, whose beautiful plans in his marriage were destroyed because his wife had Alzheimer. From day to day, Kirana keeps forgetting all the simple to the most important things in her life.","['Rano Karno', 'Maudy Koesnaedi', 'Zayyan Sakha', 'Ratna Riantiarno']",['Indra Gunawan']
Sayap Kecil Garuda,2014,"Drama, Family",,95,"A teenager with low memorization ability cannot memorize Pancasila. However, he is a good person in the eyes of society.","['Rizky Black', 'Reza Artamevia', 'Gatot Brajamusti', 'Guntur Bumi']",['Aditya Gumay']
Zeta: When the Dead Awaken,2019,"Action, Horror",6.6,94,"Deon witness a strange incident when a friend he beats suddenly bites the nurse's neck and becomes a cannibal. After that, the attacks from the zombies happen quickly at school and on the ...                See full summary »","['Cut Mini Theo', 'Jeff Smith', 'Dimas Aditya', 'Edo Borne']",['Amanda Iswan']
Hukuman Zinah,1996,"Horror, Romance",6.8,60,Add a Plot,"['Ibra Azhari', 'Windy Chindyana', 'Febby Lawrence']",['Emil G. Hampp']
Makin Lama Makin Asyik,2021,Comedy,6.4,91,"After a practical joke turns their boarding house owner against them, three buddies go to absurd lengths to spend time with her charming, single niece.","['Dono Warkop', 'Kasino Warkop', 'Indro Warkop', 'Meriam Bellina']",['A. Rachman']
Di Luar Batas,1984,Drama,4.9,87,Add a Plot,"['Eva Arnaz', 'Mangara Siahaan', 'Boy Tirayoh', 'Yenny Farida']",['Jopi Burnama']
Kuldesak,1999,"Action, Comedy, Drama",6.6,110,"This movie focuses on four young men in Jakarta in the 1990s. They all have dreams, but sometimes life forces them to make radical choices.","['Bianca Adinegoro', 'Ryan Hidayat', 'Wong Aksan', 'Oppie Andaresta']","['Nan Triveni Achnas', 'Mira Lesmana', 'Rizal Mantovani', 'Riri Riza']"
Coffee Talk,2020 Video Game,"Adventure, Drama, Fantasy",7.2,,Coffee shop barista makes drinks for those who need an ear to listen to their bizarre and interesting stories.,[],[]
Orang Pintar,2023,Horror,,,"A father with supernatural abilities clashes with his son, a physics master's student who always thinks logically.","['Rukman Rosadi', 'Andri Mashadi', 'Claresta Taufan Kusumarina', 'Wina Marrino']",['Abdur Arsyad']
Si Pitung Beraksi Kembali,1976,Action,7.4,100,Add a Plot,"['Hamid Arief', 'Doris Callebaute', 'Rina Hassim', 'W.D. Mochtar']",['Nawi Ismail']
Hijabers in Love,2014,Romance,9.6,120,"Annisa, 15 year old girl who is always cheerful, open and stylish tomboy. Entered a period of initially attended Tunas Bangsa High school, she acquainted with Jelita, a nice girl with hijab and eventually became her best friend.","['Shawn Adrian Khulafa', 'Vebby Palwinta', 'Andania Suri']",['Ario Rubbik']
Merry Riana: Mimpi Sejuta Dolar,2014,"Biography, Comedy, Drama",6.7,105,"Merry Riana, a girl from Chinese ethnicity in Indonesia, is forced to move abroad to Singapore during Indonesian riot in 1998. She then must live a hard life because she doesn't know anyone in Singapore.","['Chelsea Islan', 'Dion Wiyoko', 'Kimberly Ryder', 'Ferry Salim']",['Hestu Saputra']
Filosofi Kopi The Series: Ben & Jody,2017,Drama,6.5,10,"Having trouble finding the right coffee shop concept, Ben and Jody decided to refresh for a moment. In their journey, they not only found inspiration, but also other benefits from coffee.","['Rio Dewanto', 'Chicco Jerikho']",[]
Bisikan Arwah Mantan,2021,"Comedy, Horror",4.8,109,"The making of the latest Kudeta Production's film is interrupted when one of the cast approaches Viki to get revenge on her sister ruin Viki's household with Angel. Since then, ghost terror has emerged.","['Dino Barton', 'Frengky Ardian Batubara', 'Varissa Camelia', 'Natisya Fauzia']",['Hanny Mustofa']
Pembalasan Si Pitung,1977,,7.6,95,Add a Plot,"['A.N. Alcaff', 'Hamid Arief', 'Muni Cader', 'Billy Chong']",['Nawi Ismail']
Tarsan Kota,1974,"Adventure, Drama",7.0,,The film tells the story of the Tarsans who used to live in the forest now living in the city. This film is inspired by the Tarzan story.,"['Benyamin S.', 'Ida Royani', 'Awaludin', 'Tan Tjeng Bok']",['Liliek Sudjio']
Birahi perempuan halus,1997,Horror,,71,"In order to pass as human and blend in with society, a ghost couple need to drink virgin blood every full moon.","['Vera Agustina', 'Cheppy Chandra', 'Indah Febrizha', 'Devi Ivonne']",['Henry Farel L. Tobing']
Riki Rhino: The Bird Kingdom,,Animation,,,"A fun, family adventure that follows a brave rhino named Riki and his duck friend Beni as they journey through tropical jungles to find a magic seed that will help save their home from a foreseen tsunami.","['Kiff VandenHeuvel', 'Rama Vallury', 'Kevin Makely', 'Zehra Fazal']",['Erwin Budiono']
Cinta Tapi Beda,2012,"Drama, Romance",7.0,95,Cahyo and Diana are from different religions. Both of them want seriously continue their relationship and marry. Will their relationship work?,"['Ratu Felisha', 'Nungki Kusumastuti', 'Reza Nangin', 'Agni Pratistha']","['Hanung Bramantyo', 'Hestu Saputra']"
Harimau Tjampa,1953,Drama,6.2,97,"Set in the 1930s, and narrated like a ballad from the past, The Tiger from Tjampa tells of how a young man, Lukman, seeks to avenge his father's murder by learning pencak silat, a ...                See full summary »","['Wahid Chan', 'Bambang Hermanto', 'R.D. Ismail', 'Malin Maradjo']",['D. Djajakusuma']
"Lihat Boleh, Pegang Jangan",2010,Comedy,2.9,95,Add a Plot,"['Shinta Bachir', 'Derry Drajat', 'Steve Emmanuel', 'Christy Jusung']",['Findo Purwono']
XXL: Double Extra Large,2009,Comedy,4.8,90,Add a Plot,"['Aming Sugandhi', 'Mey Chan', 'Sarah Sechan', 'Meriam Bellina']",['Ivander Tedjasukmana']
Liam dan Laila,2018,Drama,7.6,94,"Liam a young French man, falls in love with an Indonesian Laila.","['Nirina Zubir', 'Jonatan Cerrada', 'David Chalik', 'Praz Teguh']",['Arief Malinmudo']
May,2008,Drama,6.7,105,Add a Plot,"['Verdi Solaiman', 'André Peter Emric', 'Yama Carlos', 'Jenny Chang']",['Viva Westi']
Manusia 6.000.000 Dollar,1981,Comedy,7.5,112,Add a Plot,"['Hamid Arief', 'Eva Arnaz', 'Dorman Borisman', 'Eddy Gombloh']",['Ali Shahab']
"R: Raja, Ratu, & Rahasia",2018,Drama,6.8,98,Ratu (Aurora Ribero) joins a club called Komplotan Rahasia (Secret Order) in order to bring joy to herself because her parents are dead. Then there's Raja (Brandon Salim) who loves Ratu. But Raja has a secret.,"['Brandon Salim', 'Aurora Ribero', 'Ira Wibowo', 'Dimas Beck']",['Findo Purwono']
Surau dan Silek,2017,"Comedy, Drama, Family",8.9,90,An eleven-year-old boy discovers the true meaning of silek (a martial art) when he meets a 60-year-old retired university teacher and former silek warrior that he is resolved to put an end to his feud with his competitors.,"['Randu Arini', 'Barry F. Cheln', 'Gilang Dirga', 'Dewi Irawan']",['Arief Malinmudo']
Trinil,,,,,Add a Plot,"['Fattah Amin', 'Rangga Nattra', 'Shalom Razade', 'Carmela van der Kruk']",['Hanung Bramantyo']
Kelabang Seribu,1987,"Action, Horror",4.1,95,Add a Plot,"['Nurul Arifin', 'Advent Bangun', 'Ricky Hosada', 'W.D. Mochtar']",['Imam Tantowi']
13 Bom di Jakarta,,"Action, Thriller",,,An organization races against time to uncover the mastermind behind the placement of 13 bombs in Jakarta before the city falls into chaos.,"['Ardhito Pramono', 'Lutesha', 'Chicco Kurniawan', 'Rio Dewanto']",['Angga Dwimas Sasongko']
Cherrybelle: Crush,2014,"Comedy, Drama, Musical",4.6,101,"A girl group band in Indonesia must find their dance instructor to help them save their pride, while one of the members struggles with her own sister.","['Irving Artemas', 'Margareth Angelina', 'Cherly Yuliana Anggraini', 'Christy Saura Noela Unu']",['Rizal Mantovani']
